Course,Previous qualification,Previous qualification (grade),Nationality,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
9130,1,152,Portugal,135.6,1,0,0,1,1,0,18,0,15.4,15.6,12.7,3.7,-1.7,Dropout
9119,19,133.1,Portugal,134.4,0,0,1,0,1,0,31,0,13.33333333,16,16.2,0.3,-0.92,Dropout
9991,1,130,Portugal,120.5,0,0,0,1,1,0,28,0,0,0,12.7,3.7,-1.7,Dropout
9070,1,148,Portugal,141.4,0,0,0,1,1,0,19,0,0,0,15.5,2.8,-4.06,Dropout
9254,1,148,Portugal,145.2,0,0,0,1,1,0,20,0,13.71428571,14.71428571,16.2,0.3,-0.92,Graduate
9238,1,130,Portugal,140,0,0,0,1,1,0,50,0,12.25,0,8.9,1.4,3.51,Dropout
9070,1,160,Portugal,100,0,0,0,1,1,0,38,0,16,16.5,13.9,-0.3,0.79,Enrolled
9991,1,130,Portugal,140,1,0,0,1,1,0,31,0,11,13,9.4,-0.8,-3.12,Dropout
9500,1,110,Portugal,126,1,0,0,1,1,0,27,0,14.08571429,14.08571429,7.6,2.6,0.32,Enrolled
9238,1,122,Portugal,112.6,1,0,0,1,1,0,21,0,10.16666667,10.5,12.7,3.7,-1.7,Graduate
9119,1,110,Portugal,106.8,0,0,0,1,1,0,34,0,10,0,8.9,1.4,3.51,Dropout
9119,1,129,Portugal,121.6,1,0,0,1,1,0,19,0,0,10,7.6,2.6,0.32,Enrolled
9991,1,110,Portugal,120,1,0,0,0,1,0,40,0,10.5,10.66666667,9.4,-0.8,-3.12,Dropout
171,1,170,Portugal,160.6,1,0,0,1,1,1,18,0,0,0,12.7,3.7,-1.7,Graduate
9070,12,110,Portugal,130,0,0,1,0,1,1,46,0,0,0,15.5,2.8,-4.06,Dropout
8014,1,110,Portugal,110,0,0,0,1,1,0,37,0,0,0,7.6,2.6,0.32,Dropout
9003,1,133.1,Portugal,110,1,0,0,1,1,0,31,0,0,0,16.2,0.3,-0.92,Dropout
9003,1,133.1,Portugal,145.8,0,0,0,1,1,0,34,0,13.33333333,12.4,12.4,0.5,1.79,Graduate
171,1,126,Portugal,130.2,1,0,0,1,1,1,18,0,0,0,9.4,-0.8,-3.12,Dropout
9670,1,137,Portugal,122.3,0,0,0,1,1,1,18,0,13.57142857,14.33333333,12.4,0.5,1.79,Graduate
9070,1,117,Portugal,125.4,1,0,0,1,1,1,19,0,12.83333333,11.16666667,11.1,0.6,2.02,Graduate
9991,1,100,Portugal,130,0,0,0,1,1,0,40,0,10.25,11.2,15.5,2.8,-4.06,Dropout
9130,1,120,Portugal,150,0,0,0,1,1,0,25,0,0,0,12.4,0.5,1.79,Dropout
9119,1,126,Portugal,116.9,1,0,1,1,1,0,20,0,14.5,13.33333333,11.1,0.6,2.02,Dropout
9119,1,122,Portugal,114.7,0,0,0,1,1,0,20,0,15.8,13.71428571,11.1,0.6,2.02,Enrolled
9003,1,111,Portugal,95.8,1,0,0,0,1,0,43,0,0,0,15.5,2.8,-4.06,Dropout
9119,1,139,Portugal,133.1,1,0,0,1,1,0,18,0,12.5,14.66666667,7.6,2.6,0.32,Enrolled
9003,1,150,Portugal,150,0,0,0,1,1,0,35,0,11.66666667,11.5,15.5,2.8,-4.06,Graduate
9991,1,116,Portugal,118.5,0,0,0,1,1,0,23,0,13,13,7.6,2.6,0.32,Graduate
9500,1,130,Portugal,131.1,0,0,0,1,1,0,19,0,12.12142857,11.50625,12.4,0.5,1.79,Graduate
9085,42,150,Portugal,150.3,1,0,0,1,1,1,21,0,14.22222222,13.75,8.9,1.4,3.51,Graduate
9670,1,132,Portugal,120.5,0,0,0,1,1,0,19,0,12.5,13.25,13.9,-0.3,0.79,Enrolled
9119,1,108,Portugal,105.6,1,0,0,1,1,0,20,0,12.16666667,15.28571429,12.4,0.5,1.79,Graduate
9670,1,133.1,Portugal,125.3,0,1,0,1,1,1,30,0,0,0,12.4,0.5,1.79,Dropout
9254,1,120,Portugal,131,1,0,0,1,1,0,44,0,12.66666667,11.5,12.4,0.5,1.79,Graduate
9500,1,146,Portugal,127,0,0,0,1,1,0,19,0,13.61428571,13.61428571,12.7,3.7,-1.7,Graduate
9130,39,150,Portugal,150,1,0,0,1,1,0,22,0,12.85714286,14.3,16.2,0.3,-0.92,Graduate
9130,1,160,Portugal,149.2,0,0,0,1,1,0,18,0,14,14.2,7.6,2.6,0.32,Graduate
9670,1,125,Portugal,121.5,1,0,0,1,1,1,21,0,14.75,11.8,12.7,3.7,-1.7,Graduate
9085,1,125,Portugal,137.3,0,0,0,1,1,0,18,0,0,0,7.6,2.6,0.32,Dropout
9670,1,122,Portugal,119.6,1,0,0,1,1,0,18,0,13.625,14.28571429,11.1,0.6,2.02,Graduate
171,1,138,Portugal,141.5,0,0,0,1,1,0,19,0,0,0,7.6,2.6,0.32,Graduate
9003,39,150,Portugal,150,1,0,0,1,1,0,21,0,11.8,11.875,16.2,0.3,-0.92,Dropout
9003,1,140,Portugal,110,0,0,0,1,1,0,31,0,15.125,14.6,16.2,0.3,-0.92,Graduate
9254,1,113,Portugal,110.2,1,0,0,1,1,0,21,0,11.5,10.5,9.4,-0.8,-3.12,Dropout
9119,1,139,Portugal,110.3,0,0,1,1,1,0,24,0,10,11,8.9,1.4,3.51,Enrolled
9773,1,133.1,Portugal,120,0,0,0,1,1,0,27,0,0,0,9.4,-0.8,-3.12,Dropout
9147,1,118,Portugal,114.2,1,0,0,1,1,0,20,0,10.33333333,12.8,12.4,0.5,1.79,Graduate
9119,39,140,Portugal,140,1,0,0,1,1,0,22,0,0,11.66666667,10.8,1.4,1.74,Enrolled
9003,1,144,Portugal,132.8,0,0,0,1,1,1,19,0,12,12.5,15.5,2.8,-4.06,Enrolled
9773,1,125,Portugal,121.5,1,0,0,1,1,0,19,0,13.83333333,14.5,8.9,1.4,3.51,Graduate
171,1,131,Portugal,127.2,1,0,1,1,1,0,23,0,12.15384615,11.90909091,11.1,0.6,2.02,Enrolled
9130,1,131,Portugal,128.2,1,0,0,1,1,0,18,0,14,13.66666667,12.4,0.5,1.79,Graduate
9773,1,140,Portugal,133.4,1,0,0,0,1,0,29,0,16.5,13.8,11.1,0.6,2.02,Enrolled
9130,1,133.1,Portugal,120,1,0,0,1,1,0,29,0,18,13.33333333,10.8,1.4,1.74,Dropout
9003,1,140,Portugal,140,0,0,0,1,1,0,20,0,11.28571429,11.77777778,16.2,0.3,-0.92,Enrolled
171,1,139,Portugal,136.9,1,0,0,1,1,1,19,0,0,0,9.4,-0.8,-3.12,Graduate
171,1,125,Portugal,117,1,1,0,1,1,0,22,0,0,0,10.8,1.4,1.74,Enrolled
9670,1,117,Portugal,110.7,1,0,0,1,1,0,20,0,14,12,11.1,0.6,2.02,Enrolled
9130,1,150,Portugal,160,1,0,0,1,1,0,24,0,13.75,12,9.4,-0.8,-3.12,Enrolled
9670,1,95,Portugal,95,0,0,0,0,1,0,21,0,13.25,11,12.7,3.7,-1.7,Dropout
9147,1,150,Portugal,148.8,0,0,0,1,1,1,25,0,14.25,14.75,12.7,3.7,-1.7,Graduate
9147,1,120,Portugal,110,0,0,0,0,1,0,32,0,0,0,9.4,-0.8,-3.12,Dropout
9991,1,136,Portugal,133.9,0,0,0,0,1,0,26,0,11.25,11.33333333,7.6,2.6,0.32,Dropout
9130,1,133,Portugal,125.7,1,0,0,1,1,1,18,0,13.5,12.5,12.4,0.5,1.79,Graduate
9254,1,125,Portugal,116.6,0,0,0,1,1,1,19,0,12.66666667,12.85714286,16.2,0.3,-0.92,Graduate
9070,1,127,Portugal,141,1,0,0,1,1,1,19,0,15.16666667,12.33333333,12.4,0.5,1.79,Graduate
9119,40,130,Portugal,130,0,0,0,1,1,0,27,0,13.16666667,15.14285714,11.1,0.6,2.02,Dropout
9003,1,130,Portugal,130,0,0,1,1,1,0,21,0,11.8,11.44444444,8.9,1.4,3.51,Enrolled
9119,1,127,Portugal,115.8,0,0,0,1,1,0,20,0,11.5,0,13.9,-0.3,0.79,Enrolled
9070,39,140,Portugal,140,1,0,0,1,1,0,21,0,14.5,11.33333333,12.4,0.5,1.79,Graduate
9773,1,125,Portugal,126.1,1,0,0,1,1,0,22,0,13.4,10.66666667,9.4,-0.8,-3.12,Enrolled
171,1,135,Portugal,137.5,1,0,1,0,1,0,19,0,0,0,12.7,3.7,-1.7,Graduate
9147,1,132,Portugal,120.8,1,0,0,1,1,1,18,0,10.8,12.5,11.1,0.6,2.02,Dropout
9238,1,110,Portugal,136.5,0,0,0,1,1,0,28,0,0,0,13.9,-0.3,0.79,Dropout
9003,1,130,Portugal,122,0,0,1,0,1,0,25,0,11.42857143,12,15.5,2.8,-4.06,Dropout
9003,1,130,Portugal,130,0,0,0,1,1,0,25,0,12.5,11.6,15.5,2.8,-4.06,Dropout
9147,1,135,Portugal,126.3,0,0,0,1,1,0,18,0,13.5,12.33333333,8.9,1.4,3.51,Enrolled
9254,1,133.1,Portugal,98,0,0,0,1,1,0,26,0,0,0,10.8,1.4,1.74,Dropout
9147,1,135,Portugal,121,1,0,0,1,1,1,18,0,12.75,11.5,13.9,-0.3,0.79,Graduate
9773,1,128,Portugal,124.2,1,0,0,1,1,0,22,0,11.33333333,12.33333333,15.5,2.8,-4.06,Enrolled
9003,1,140,Portugal,130,0,0,0,1,1,0,25,0,0,0,16.2,0.3,-0.92,Dropout
9773,1,135,Portugal,136.1,1,0,0,1,1,0,19,0,11.4,12.4,8.9,1.4,3.51,Enrolled
9773,1,131,Portugal,132.8,1,0,0,1,1,0,19,0,14.42857143,14.57142857,13.9,-0.3,0.79,Graduate
9500,1,131,Portugal,126.3,0,0,0,1,1,0,19,0,12.49285714,11.7125,16.2,0.3,-0.92,Graduate
8014,19,100,Portugal,111.5,0,0,0,1,1,0,45,0,11.5,11,10.8,1.4,1.74,Dropout
9991,1,140,Portugal,118.2,0,0,0,1,1,0,52,0,11.2,12.8,7.6,2.6,0.32,Graduate
9147,1,124,Portugal,115.6,1,0,0,0,1,0,20,0,12,11,9.4,-0.8,-3.12,Dropout
9500,1,130,Portugal,117.8,1,0,0,1,1,0,19,0,15.88571429,15.88571429,10.8,1.4,1.74,Graduate
9500,1,142,Portugal,127,0,0,1,0,1,0,21,0,12.94,11.58,12.4,0.5,1.79,Dropout
8014,1,150,Portugal,140,0,0,0,0,1,0,35,0,14,14.16666667,9.4,-0.8,-3.12,Graduate
171,12,110,Portugal,106,1,0,0,1,1,0,36,0,0,0,7.6,2.6,0.32,Graduate
9500,19,110,Portugal,151,0,0,1,0,1,0,47,0,0,0,15.5,2.8,-4.06,Dropout
9991,1,112,Portugal,106.4,0,0,0,1,1,0,22,0,0,0,8.9,1.4,3.51,Dropout
9991,1,100,Portugal,125.3,1,0,0,1,1,0,41,0,11.25,11,7.6,2.6,0.32,Dropout
9119,3,130,Portugal,130,0,0,0,1,1,0,26,0,0,0,10.8,1.4,1.74,Dropout
8014,1,133.1,Portugal,116,0,0,0,0,0,0,51,0,11.25,0,10.8,1.4,1.74,Dropout
9991,1,150,Portugal,120,0,0,0,1,0,0,43,0,10.66666667,12.5,9.4,-0.8,-3.12,Enrolled
8014,1,100,Portugal,100,1,0,0,1,0,0,41,0,11.8,10.66666667,7.6,2.6,0.32,Graduate
9147,1,130,Portugal,118.5,1,0,0,1,1,0,23,0,11.625,11.18181818,7.6,2.6,0.32,Graduate
9238,1,129,Portugal,118.9,1,0,0,1,1,0,22,0,0,0,9.4,-0.8,-3.12,Dropout
9070,1,127,Portugal,119.3,1,1,0,1,1,1,25,0,10.25,11.25,12.7,3.7,-1.7,Dropout
9991,1,140,Portugal,135.8,1,0,0,1,1,0,25,0,10.8,11.35714286,9.4,-0.8,-3.12,Graduate
171,42,130,Portugal,130,1,0,0,0,1,1,22,0,12.54545455,12.66666667,8.9,1.4,3.51,Graduate
9003,1,133.1,Spain,129.8,0,0,0,1,1,0,24,1,13.57142857,13.4,8.9,1.4,3.51,Enrolled
9085,2,140,Portugal,150,0,0,0,1,1,0,47,0,0,0,16.2,0.3,-0.92,Dropout
9991,19,133.1,Portugal,111.9,1,0,0,1,1,0,41,0,0,0,7.6,2.6,0.32,Dropout
9003,1,120,Portugal,150.1,1,0,0,1,1,0,43,0,14.77777778,12.2,13.9,-0.3,0.79,Graduate
9003,1,133.1,Portugal,130,0,0,0,1,1,0,29,0,0,0,16.2,0.3,-0.92,Dropout
9119,1,120,Portugal,128,0,0,0,1,1,0,30,0,0,0,7.6,2.6,0.32,Dropout
9147,38,133.1,Portugal,102.5,0,0,0,0,1,0,26,0,0,0,12.7,3.7,-1.7,Dropout
9991,1,133.1,Portugal,102.5,0,0,0,0,1,0,27,0,0,0,15.5,2.8,-4.06,Dropout
9670,1,100,Portugal,110,0,0,0,1,1,1,36,0,11.4,11.6,9.4,-0.8,-3.12,Graduate
9003,19,133.1,Portugal,114,0,0,0,1,1,0,29,0,11.66666667,10.85714286,15.5,2.8,-4.06,Dropout
9119,1,120,Portugal,128.2,1,0,0,1,1,0,35,0,11.28571429,13,9.4,-0.8,-3.12,Dropout
9773,1,128,Portugal,116.5,0,0,0,1,1,1,18,0,11.5,12.6,10.8,1.4,1.74,Graduate
9991,1,172,Portugal,149.3,0,0,0,1,1,1,24,0,16,16,8.9,1.4,3.51,Graduate
9773,1,146,Portugal,134.1,1,0,0,1,1,1,18,0,12.5,12.66666667,10.8,1.4,1.74,Dropout
9119,1,135,Portugal,126.6,1,0,0,1,1,0,18,0,12,13,7.6,2.6,0.32,Enrolled
9085,1,160,Portugal,120,0,0,0,1,1,0,21,0,0,11.66666667,9.4,-0.8,-3.12,Enrolled
9119,1,150,Portugal,133.5,1,0,0,1,1,0,21,0,13,12.6,9.4,-0.8,-3.12,Graduate
9003,1,130,Portugal,110,0,0,0,1,1,0,32,0,13.71428571,12.08333333,15.5,2.8,-4.06,Graduate
9119,1,111,Portugal,107.5,1,0,0,1,1,1,22,0,12.33333333,12.5,11.1,0.6,2.02,Dropout
9003,3,130,Portugal,130,1,0,0,0,1,0,32,0,12.72727273,12.7,15.5,2.8,-4.06,Dropout
9670,6,170,Portugal,111.6,0,0,0,1,1,0,35,0,14,0,9.4,-0.8,-3.12,Dropout
9147,1,133.1,Portugal,101,1,0,0,0,1,0,23,0,0,0,8.9,1.4,3.51,Dropout
8014,1,100,Portugal,108.3,0,0,0,1,1,0,39,0,11.4,11,7.6,2.6,0.32,Enrolled
9670,1,120,Portugal,128.2,0,0,0,1,1,0,35,0,0,10,9.4,-0.8,-3.12,Dropout
9003,3,110,Portugal,150,0,0,0,1,1,0,32,0,18.875,17.69230769,16.2,0.3,-0.92,Graduate
9853,1,133.1,Portugal,142.8,0,0,0,1,1,0,20,0,0,0,7.6,2.6,0.32,Dropout
9500,1,120,Portugal,100,0,0,0,1,1,0,34,0,11.33333333,12.6,16.2,0.3,-0.92,Enrolled
9991,40,150,Portugal,150,1,0,0,1,1,0,44,0,13.5,16.2,8.9,1.4,3.51,Dropout
9254,19,133.1,Portugal,156.5,0,0,0,1,1,0,53,0,15,10,16.2,0.3,-0.92,Graduate
9119,19,120,Portugal,98.6,0,0,1,0,1,0,28,0,0,0,12.4,0.5,1.79,Dropout
9991,3,130,Portugal,130,0,0,0,1,1,0,31,0,14.22222222,12.8,12.7,3.7,-1.7,Dropout
171,1,130,Portugal,118.1,0,0,1,0,1,0,18,0,0,0,9.4,-0.8,-3.12,Enrolled
9003,1,100,Portugal,120,0,0,1,0,1,0,44,0,12,0,15.5,2.8,-4.06,Dropout
9085,1,142,Portugal,127.7,1,0,0,1,1,0,19,0,12.6,12,12.7,3.7,-1.7,Graduate
171,1,130,São Tomé and Príncipe,130,0,0,0,1,1,0,21,1,15.08333333,13.08333333,8.9,1.4,3.51,Enrolled
9119,1,148,Portugal,147.7,0,0,0,1,1,1,18,0,0,0,9.4,-0.8,-3.12,Dropout
9003,39,170,Portugal,170,1,0,0,1,1,0,20,0,14.5,15.3,16.2,0.3,-0.92,Graduate
9070,1,110,Portugal,110.2,0,0,0,1,1,0,55,0,14.5,13.5,11.1,0.6,2.02,Graduate
9147,1,166,Portugal,146.4,0,0,0,1,1,0,27,0,10,13,7.6,2.6,0.32,Enrolled
9119,1,135,Portugal,121,0,0,0,1,1,0,19,0,0,0,12.4,0.5,1.79,Dropout
9147,1,133,Portugal,129.9,0,0,0,1,1,0,18,0,11.6,13.2,12.4,0.5,1.79,Graduate
9773,1,133.1,Portugal,132,0,0,0,1,1,0,43,0,11.75,0,15.5,2.8,-4.06,Dropout
9254,1,121,Portugal,125.9,1,0,0,1,1,0,18,0,0,0,13.9,-0.3,0.79,Dropout
171,1,159,Portugal,165.7,1,0,0,1,1,0,18,0,0,0,9.4,-0.8,-3.12,Dropout
9254,1,130,Portugal,122.7,1,0,1,1,1,1,20,0,0,0,8.9,1.4,3.51,Dropout
9991,1,121,Portugal,141.4,0,0,1,0,1,0,29,0,11.25,11.8,10.8,1.4,1.74,Dropout
9130,19,133.1,Portugal,156.4,1,0,1,1,1,0,44,0,11.57142857,0,13.9,-0.3,0.79,Dropout
9119,1,146,Portugal,148.5,1,0,0,1,1,0,18,0,10,16,10.8,1.4,1.74,Enrolled
9003,39,140,Portugal,140,0,0,0,1,1,1,20,0,13.83333333,12.3,15.5,2.8,-4.06,Enrolled
9070,1,125,Portugal,131.7,1,0,0,1,1,0,20,0,12.75,12.66666667,12.4,0.5,1.79,Dropout
9147,1,120,Portugal,104.7,1,0,0,1,1,0,36,0,0,0,10.8,1.4,1.74,Dropout
9130,39,150,Portugal,150,1,0,0,1,1,0,19,0,11.6,11,13.9,-0.3,0.79,Enrolled
9085,19,110,Portugal,110,0,0,0,0,1,0,29,0,0,0,12.7,3.7,-1.7,Dropout
9670,1,120,Portugal,129.1,1,0,0,1,1,0,18,0,11.25,10.33333333,10.8,1.4,1.74,Dropout
9003,1,133.1,Portugal,120,0,0,0,0,1,0,24,0,0,0,13.9,-0.3,0.79,Dropout
9773,1,133.1,Portugal,127,0,0,0,1,1,0,20,0,14.33333333,15,15.5,2.8,-4.06,Graduate
8014,19,133.1,Portugal,151.5,0,0,1,0,1,0,45,0,0,0,16.2,0.3,-0.92,Dropout
9500,1,130,Portugal,126.8,1,0,0,1,1,1,28,0,13.5,13.5,7.6,2.6,0.32,Graduate
9254,1,160,Portugal,140.8,1,0,0,1,1,0,23,0,12.66666667,12.2,7.6,2.6,0.32,Enrolled
9500,1,128,Portugal,125.6,1,0,0,1,1,0,18,0,12.44428571,11.34714286,12.4,0.5,1.79,Graduate
9147,1,140,Portugal,127.8,1,0,0,1,1,0,23,0,10.66666667,11.33333333,9.4,-0.8,-3.12,Dropout
171,1,120,Portugal,120,1,0,0,1,1,0,22,0,0,0,7.6,2.6,0.32,Enrolled
9070,1,140,Portugal,131.3,0,0,0,1,1,1,22,0,12.66666667,12.4,12.4,0.5,1.79,Graduate
9991,12,120,Portugal,155.7,0,0,0,1,1,0,33,0,13.2,14.83333333,10.8,1.4,1.74,Graduate
9003,42,130,Portugal,128.5,0,0,0,1,1,0,21,0,12.7,12.18181818,8.9,1.4,3.51,Graduate
9147,1,100,Portugal,170,0,0,0,1,1,0,45,0,14.83333333,14.8,15.5,2.8,-4.06,Graduate
9003,1,133.1,Portugal,100,0,0,0,0,1,0,44,0,11.5,12,15.5,2.8,-4.06,Dropout
9670,1,110,Portugal,107.2,0,0,0,1,1,0,42,0,0,0,12.7,3.7,-1.7,Dropout
9147,1,147,Portugal,139.3,1,0,0,1,1,0,20,0,0,0,12.4,0.5,1.79,Dropout
9147,1,133,Portugal,123.2,1,0,0,1,1,0,20,0,12.66666667,12.5,9.4,-0.8,-3.12,Enrolled
9254,1,137,Portugal,122.3,1,0,0,1,1,1,20,0,14.71428571,12.5,8.9,1.4,3.51,Graduate
9773,1,124,Portugal,127.9,1,0,0,1,1,0,20,0,13.66666667,10.25,9.4,-0.8,-3.12,Enrolled
9147,1,128,Portugal,120.3,0,0,0,1,1,0,19,0,10.8,13.5,8.9,1.4,3.51,Enrolled
8014,1,120,Portugal,128.5,0,0,1,0,1,0,26,0,10.5,10.42857143,12.4,0.5,1.79,Dropout
9003,1,133.1,Portugal,150,0,0,0,1,1,0,31,0,15,12.5,13.9,-0.3,0.79,Graduate
9773,1,142,Portugal,136.1,0,0,1,1,1,1,19,0,12.66666667,14,16.2,0.3,-0.92,Graduate
9773,19,100,Portugal,128,1,0,0,1,1,0,28,0,13.16666667,13.66666667,7.6,2.6,0.32,Graduate
171,1,149,Portugal,158.1,1,0,0,1,1,1,20,0,0,0,10.8,1.4,1.74,Graduate
8014,1,110,Portugal,108.7,1,0,0,1,0,0,43,0,13,12.5,9.4,-0.8,-3.12,Graduate
171,19,133.1,Mexico,110,0,0,0,1,1,1,25,1,0,0,15.5,2.8,-4.06,Dropout
9238,19,133.1,Portugal,120,0,1,1,1,0,0,40,0,10,15,16.2,0.3,-0.92,Dropout
9085,39,150,Spain,150,0,0,0,1,0,0,20,1,13.33333333,13.375,12.4,0.5,1.79,Graduate
8014,12,133.1,Portugal,113,0,0,0,1,0,0,46,0,12.33333333,13.33333333,11.1,0.6,2.02,Graduate
33,1,121,Portugal,118.6,0,0,0,1,0,0,26,0,13.18181818,11.64285714,8.9,1.4,3.51,Graduate
9500,1,133.1,Portugal,148.8,0,0,0,1,0,1,34,0,12.51333333,13.07142857,12.4,0.5,1.79,Graduate
9853,1,122,Portugal,120.3,1,0,0,1,0,0,19,0,0,0,10.8,1.4,1.74,Dropout
9500,1,143,Portugal,127,1,0,0,1,0,1,18,0,13.58571429,13.58571429,12.7,3.7,-1.7,Graduate
9556,1,123,Portugal,113.8,1,0,0,1,0,0,18,0,11.15555556,11.425,12.7,3.7,-1.7,Graduate
8014,1,120,Portugal,108,0,0,0,1,1,1,37,0,11.85714286,12,13.9,-0.3,0.79,Graduate
171,1,114,Portugal,129.1,0,0,0,1,1,1,23,0,0,0,9.4,-0.8,-3.12,Graduate
9070,1,114,Portugal,135.9,0,0,0,1,1,0,26,0,14,13.61538462,15.5,2.8,-4.06,Graduate
9773,1,154.4,Cape Verde,154.4,1,0,0,0,0,0,18,1,12,0,10.8,1.4,1.74,Dropout
9500,1,190,Cuba,190,1,0,0,1,0,0,18,1,11.575,12.42,12.4,0.5,1.79,Enrolled
9500,1,136,Portugal,132.5,1,0,0,1,0,0,19,0,13.19857143,13.0625,11.1,0.6,2.02,Graduate
9085,1,163.3,Cape Verde,163.3,0,0,0,1,0,0,18,1,13.5,12,12.4,0.5,1.79,Graduate
9670,1,126,Portugal,122.5,1,0,0,1,0,0,19,0,13.33333333,12.8,8.9,1.4,3.51,Dropout
9119,1,122,Romania,121,1,0,0,1,1,0,20,1,14.25,10,8.9,1.4,3.51,Enrolled
9070,1,137,Portugal,131.8,0,0,0,1,0,1,22,0,12.16666667,12,9.4,-0.8,-3.12,Graduate
9500,1,139,Portugal,135,1,0,0,1,0,1,18,0,12.21428571,12.21428571,12.7,3.7,-1.7,Graduate
9254,1,142,Portugal,141.7,0,0,0,1,0,1,18,0,12.66666667,13,13.9,-0.3,0.79,Graduate
9773,1,133.1,Portugal,131.3,1,0,0,1,0,1,18,0,12.28571429,13.5,8.9,1.4,3.51,Graduate
9254,1,126,Portugal,123.9,1,0,0,1,0,1,18,0,13,13,12.4,0.5,1.79,Graduate
9254,1,131,Portugal,126.1,1,0,0,1,0,0,18,0,12.14285714,11.16666667,8.9,1.4,3.51,Graduate
9500,1,131,Portugal,126.5,1,0,0,1,0,1,19,0,13.87571429,13.08571429,11.1,0.6,2.02,Graduate
9853,1,108,Portugal,107.3,0,0,0,1,0,0,20,0,0,0,15.5,2.8,-4.06,Dropout
9238,1,133.1,Portugal,95,1,0,0,1,0,1,19,0,11.66666667,0,15.5,2.8,-4.06,Dropout
9085,1,122,Portugal,116.1,1,0,0,1,0,0,18,0,13.15384615,11,15.5,2.8,-4.06,Graduate
9070,1,143,Portugal,134.6,1,0,0,1,0,1,18,0,14.5,12.83333333,12.4,0.5,1.79,Dropout
9500,1,135,Portugal,128,1,0,0,1,0,1,18,0,14.44142857,13.65625,11.1,0.6,2.02,Graduate
9773,1,148,Portugal,144.2,1,0,0,1,0,0,18,0,15.16666667,14.28571429,12.4,0.5,1.79,Graduate
9147,1,134,Portugal,129.5,0,0,0,1,0,1,18,0,11.6,12.625,10.8,1.4,1.74,Graduate
9773,1,122,Portugal,116.8,1,0,1,1,0,0,18,0,11.66666667,12.33333333,16.2,0.3,-0.92,Graduate
9003,39,160,Portugal,160,0,0,0,1,0,1,20,0,12.625,13.2,16.2,0.3,-0.92,Graduate
9238,1,126,Portugal,127.1,1,0,0,1,0,1,19,0,12.66666667,11,9.4,-0.8,-3.12,Graduate
9130,1,138,Portugal,126.3,1,0,0,1,0,1,18,0,12.83333333,13,8.9,1.4,3.51,Enrolled
9238,1,115,Portugal,112.9,1,0,0,1,0,1,19,0,11.85714286,13.14285714,12.4,0.5,1.79,Graduate
9853,1,141,Portugal,130.2,1,0,0,1,0,0,19,0,11.4,10.75,12.7,3.7,-1.7,Enrolled
9130,1,100,Brazil,100,0,0,0,1,0,0,19,1,14.85714286,15.14285714,9.4,-0.8,-3.12,Enrolled
9670,1,130,Portugal,121.6,0,0,0,1,0,0,19,0,14.71428571,15.83333333,12.4,0.5,1.79,Graduate
9670,1,130,São Tomé and Príncipe,130,0,1,1,1,0,0,20,1,13.5,13,8.9,1.4,3.51,Graduate
9130,1,135,Portugal,121.7,1,0,0,1,0,1,18,0,11.5,12.4,10.8,1.4,1.74,Graduate
9147,3,120,Portugal,120,0,0,0,1,0,0,33,0,14,0,12.4,0.5,1.79,Dropout
9853,1,148,Portugal,143.5,0,0,0,1,0,1,19,0,12.83333333,0,13.9,-0.3,0.79,Dropout
9556,1,136,Portugal,128.3,0,0,0,1,0,1,18,0,13.42857143,14.75,15.5,2.8,-4.06,Graduate
9070,1,108,Portugal,111.9,0,0,0,1,0,0,19,0,0,0,8.9,1.4,3.51,Dropout
9003,39,140,Portugal,140,0,0,0,1,0,0,19,0,11.66666667,11.5,15.5,2.8,-4.06,Enrolled
9773,1,153,Portugal,137.6,1,0,0,1,0,0,18,0,16,14.33333333,12.4,0.5,1.79,Graduate
9238,1,135,Portugal,135,1,0,0,1,0,0,20,0,13.83333333,11.83333333,10.8,1.4,1.74,Graduate
9500,1,146,Portugal,133.8,1,0,0,1,0,0,19,0,13.2325,13.2325,9.4,-0.8,-3.12,Graduate
9773,1,130,Portugal,126.9,1,0,0,1,1,1,18,0,14,14.16666667,9.4,-0.8,-3.12,Graduate
9254,1,113,Portugal,106.7,1,0,1,1,1,1,19,0,10,0,13.9,-0.3,0.79,Dropout
8014,1,145.7,Cape Verde,145.7,1,0,0,1,0,0,25,1,13.33333333,12.27272727,13.9,-0.3,0.79,Graduate
9070,1,145,Portugal,153.1,1,0,0,1,0,1,20,0,12.5,14.33333333,12.7,3.7,-1.7,Enrolled
8014,1,126,Portugal,118.7,0,0,0,1,0,0,19,0,12.5,11.5,12.7,3.7,-1.7,Graduate
9991,1,160,Portugal,161.8,1,0,1,1,1,0,33,0,10.5,0,7.6,2.6,0.32,Dropout
9119,1,134,Portugal,124.9,1,0,1,1,1,0,18,0,10.66666667,11.33333333,8.9,1.4,3.51,Enrolled
9119,1,163,Portugal,150.8,1,0,0,1,1,0,18,0,10.5,10.5,7.6,2.6,0.32,Enrolled
9147,1,130,São Tomé and Príncipe,130,0,0,0,1,0,0,19,1,12,11.4,11.1,0.6,2.02,Graduate
171,1,165,Portugal,163.6,1,0,0,1,0,0,18,0,0,0,12.4,0.5,1.79,Enrolled
