Course,Previous qualification,Previous qualification (grade),Nationality,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
9773,1,121,1,122.4,0,0,0,1,0,0,18,0,12.85714286,13.33333333,13.9,-0.3,0.79,Graduate
8014,1,134,1,110,1,0,0,1,0,0,24,0,10,0,9.4,-0.8,-3.12,Dropout
9147,1,140,1,120.4,0,0,1,0,0,0,32,0,10.21428571,11.38461538,16.2,0.3,-0.92,Graduate
9254,1,133.1,1,105,1,0,1,0,0,0,24,0,11.28571429,10.33333333,8.9,1.4,3.51,Dropout
9238,1,157,1,137.8,0,0,0,1,0,1,18,0,13.83333333,0,15.5,2.8,-4.06,Dropout
9254,1,120,1,118,0,0,0,1,0,0,28,0,12.85714286,12.6,8.9,1.4,3.51,Graduate
9853,1,134,1,122.1,1,0,0,1,0,1,18,0,11.66666667,12,10.8,1.4,1.74,Dropout
9853,3,140,1,140,1,0,0,0,0,0,24,0,0,0,9.4,-0.8,-3.12,Dropout
9085,1,133,1,143.2,0,0,0,1,0,0,19,0,14.4,13.2,7.6,2.6,0.32,Graduate
8014,1,146,1,120.5,0,0,0,1,0,0,44,0,14.83333333,14.16666667,10.8,1.4,1.74,Graduate
9085,1,130,1,119.5,1,0,0,1,0,1,18,0,14.33333333,12,15.5,2.8,-4.06,Graduate
171,1,151,1,147.5,1,0,0,1,0,0,18,0,0,0,7.6,2.6,0.32,Graduate
9773,1,133.1,1,129.6,0,0,0,1,0,0,22,0,0,0,7.6,2.6,0.32,Dropout
9853,1,132,1,126.1,0,0,0,1,0,1,18,0,12.33333333,12.66666667,11.1,0.6,2.02,Graduate
9991,1,110,1,160,0,0,0,1,0,0,44,0,11.8,12.4,15.5,2.8,-4.06,Graduate
9853,19,133.1,1,105.5,0,0,1,1,0,0,33,0,13.2,10.6,7.6,2.6,0.32,Dropout
9853,1,110,1,95.5,0,0,1,0,0,0,32,0,0,0,10.8,1.4,1.74,Dropout
9003,1,133.1,1,107.5,0,0,0,0,0,0,35,0,0,0,15.5,2.8,-4.06,Dropout
9238,1,105,1,106.1,1,0,0,1,0,0,20,0,11.5,13.28571429,11.1,0.6,2.02,Graduate
9254,1,160,1,116.3,1,0,0,1,0,0,24,0,12.6,12.2,9.4,-0.8,-3.12,Graduate
9500,1,144,1,137.4,0,0,0,1,0,0,19,0,13.54285714,14.22222222,16.2,0.3,-0.92,Graduate
9254,1,100,1,101.8,1,0,0,1,0,0,21,0,11.6,13,12.4,0.5,1.79,Enrolled
9773,1,143,1,144.1,1,0,0,1,1,1,19,0,13.66666667,13.83333333,12.7,3.7,-1.7,Graduate
9003,1,160,1,107.8,1,0,0,0,1,0,27,0,0,0,15.5,2.8,-4.06,Dropout
9853,1,140,1,128.2,0,0,0,0,0,0,30,0,0,0,12.7,3.7,-1.7,Dropout
171,1,133.1,1,117,1,0,0,1,1,0,21,0,0,0,10.8,1.4,1.74,Dropout
9070,1,116,1,110.4,1,0,0,1,1,0,19,0,11.5,12.28571429,8.9,1.4,3.51,Graduate
9991,1,120,1,170,0,0,0,1,0,0,34,0,11.5,11.75,9.4,-0.8,-3.12,Enrolled
9500,1,141,1,100,0,0,0,1,1,0,18,0,11.82857143,12.9125,13.9,-0.3,0.79,Graduate
171,1,110,1,117,1,0,0,1,1,0,21,0,0,0,9.4,-0.8,-3.12,Graduate
171,1,127,1,133.5,1,0,0,1,1,0,17,0,0,0,15.5,2.8,-4.06,Enrolled
9500,1,132,1,128,1,0,0,1,0,1,19,0,12.96666667,12.96666667,7.6,2.6,0.32,Graduate
9773,1,135,1,122.1,1,0,0,1,1,0,18,0,13.83333333,13.66666667,12.7,3.7,-1.7,Graduate
9500,1,135,1,133.4,1,0,0,1,0,0,19,0,14.12571429,14.36875,11.1,0.6,2.02,Graduate
9254,1,140,1,112,0,0,1,1,0,0,45,0,12.16666667,0,12.7,3.7,-1.7,Dropout
9085,1,133.1,1,130,1,0,0,1,0,0,26,0,12.66666667,12.25,15.5,2.8,-4.06,Graduate
9991,1,100,1,100,1,0,0,1,1,0,51,0,0,0,12.7,3.7,-1.7,Dropout
9773,19,133.1,1,162,0,0,1,1,1,1,49,0,12.28571429,14.16666667,10.8,1.4,1.74,Graduate
9500,1,100,1,153,0,0,0,1,1,0,22,0,14.5,14.375,15.5,2.8,-4.06,Enrolled
9147,1,137,1,131.4,1,0,0,1,1,0,22,0,10,10,7.6,2.6,0.32,Dropout
9130,3,120,1,128.2,0,0,0,1,0,0,33,0,11.5,12,9.4,-0.8,-3.12,Dropout
9670,1,148.9,22,148.9,0,0,0,1,0,0,20,1,11.6,11.5,9.4,-0.8,-3.12,Graduate
9238,1,134,1,128.4,1,0,0,1,0,1,18,0,12.5,11.66666667,10.8,1.4,1.74,Graduate
9853,1,128,1,120.3,1,0,1,0,0,0,20,0,11.66666667,11,10.8,1.4,1.74,Dropout
9991,1,133.1,41,100,0,0,0,1,0,0,37,1,13.42857143,11.6,8.9,1.4,3.51,Graduate
9254,1,131,2,126.1,1,0,0,1,1,0,18,1,13.66666667,13.5,7.6,2.6,0.32,Graduate
9254,1,118,1,111.7,1,0,0,1,0,0,19,0,12.5,12.16666667,12.4,0.5,1.79,Graduate
9085,39,140,1,140,1,0,0,1,0,0,21,0,13,12.8,12.4,0.5,1.79,Graduate
9500,1,133,1,122.2,0,0,0,1,0,0,20,0,12.78333333,12.84285714,13.9,-0.3,0.79,Graduate
9500,1,126,1,118.7,1,0,0,1,0,0,19,0,0,0,13.9,-0.3,0.79,Dropout
9556,1,125,1,121.5,1,0,0,1,0,0,20,0,13.5,11.225,11.1,0.6,2.02,Dropout
9500,1,138,1,134.5,1,0,0,1,0,0,18,0,13.45714286,15.125,13.9,-0.3,0.79,Graduate
9500,1,140,1,127,1,0,0,1,0,0,19,0,13.44285714,13.44285714,12.7,3.7,-1.7,Graduate
9238,1,124,1,114.2,0,0,0,1,0,0,18,0,11,10.83333333,15.5,2.8,-4.06,Graduate
9238,1,133,1,125.3,1,0,0,1,0,1,18,0,11.33333333,12.28571429,15.5,2.8,-4.06,Graduate
9773,1,127,1,120.4,1,0,0,1,0,0,18,0,10,0,12.7,3.7,-1.7,Dropout
9500,1,138,1,123,1,0,0,1,0,0,19,0,13.44,13.06666667,12.4,0.5,1.79,Enrolled
9556,1,142,1,130.5,1,0,0,1,0,1,18,0,12.21428571,14.0625,16.2,0.3,-0.92,Graduate
9070,1,130,41,125.5,1,0,0,1,0,1,19,1,14.16666667,13.5,11.1,0.6,2.02,Graduate
9003,42,130,1,133.8,0,0,1,1,0,1,24,0,12.84615385,12.63636364,8.9,1.4,3.51,Graduate
9085,39,150,1,150,0,0,0,1,0,0,20,0,13,12,12.4,0.5,1.79,Enrolled
9147,1,127,1,130.5,1,0,0,1,0,1,21,0,12.8,11.25,9.4,-0.8,-3.12,Graduate
9085,39,140,1,140,0,0,1,0,0,0,20,0,13,12,16.2,0.3,-0.92,Dropout
9500,1,126,1,119.4,1,0,0,1,0,1,19,0,13.37142857,13.66666667,16.2,0.3,-0.92,Graduate
9556,1,139,1,121.3,1,0,0,1,0,1,19,0,13.38571429,13.3875,10.8,1.4,1.74,Graduate
9500,1,141,1,126.3,1,0,0,1,0,0,18,0,13.32857143,13.32857143,12.7,3.7,-1.7,Graduate
9085,1,120,1,111.6,1,0,0,1,0,0,19,0,14,11,16.2,0.3,-0.92,Graduate
9147,1,120,1,111.3,1,0,0,1,0,0,21,0,12.6,13.2,8.9,1.4,3.51,Graduate
9853,1,134,1,122.5,1,0,0,1,0,1,19,0,14,15,15.5,2.8,-4.06,Graduate
9254,1,128,1,116.5,1,0,0,1,0,1,18,0,13.42857143,12.66666667,8.9,1.4,3.51,Graduate
9070,1,133,1,132,1,1,0,1,0,1,17,0,13,12.5,15.5,2.8,-4.06,Graduate
9853,1,123,1,123.7,1,0,0,1,0,0,19,0,12.66666667,11,15.5,2.8,-4.06,Enrolled
9147,1,118,1,117,1,0,0,0,1,0,23,0,10,12.33333333,9.4,-0.8,-3.12,Dropout
9670,1,113,1,116.5,1,0,0,1,0,0,19,0,12.83333333,11.77777778,8.9,1.4,3.51,Graduate
9500,1,135,1,121.5,1,0,0,1,0,0,18,0,12.91666667,12.91666667,7.6,2.6,0.32,Graduate
9670,1,133.1,1,105,1,0,0,1,0,0,20,0,13.28571429,13.8,15.5,2.8,-4.06,Graduate
9085,1,130,1,121.3,1,0,0,1,0,1,19,0,14.6,13.8,10.8,1.4,1.74,Graduate
9238,1,135,1,136.1,1,0,0,1,0,1,18,0,14,13.66666667,12.4,0.5,1.79,Graduate
9238,1,133,1,123.6,0,0,0,1,0,1,19,0,14.14285714,15,13.9,-0.3,0.79,Graduate
9238,1,123,1,129,1,0,0,1,0,0,19,0,11.66666667,12.33333333,10.8,1.4,1.74,Graduate
9500,1,145,1,136.8,1,0,0,1,0,0,18,0,14.3775,14.3775,9.4,-0.8,-3.12,Graduate
9500,1,146,1,133.4,1,0,0,1,0,0,18,0,12.5,13.04285714,13.9,-0.3,0.79,Graduate
9500,1,144,1,136,1,0,0,1,0,1,19,0,14.15,14.15,7.6,2.6,0.32,Graduate
9500,1,144,1,125.8,0,0,0,1,0,1,19,0,12.47142857,12.47142857,12.7,3.7,-1.7,Graduate
9500,1,131,1,120.5,0,0,0,1,0,0,19,0,14.15,14.15,7.6,2.6,0.32,Graduate
9500,1,141,1,130.2,1,0,0,1,0,0,21,0,14.07222222,14.0475,15.5,2.8,-4.06,Graduate
9773,1,138,1,135.9,1,0,0,1,0,0,18,0,14.85714286,14.66666667,13.9,-0.3,0.79,Graduate
9773,1,127,1,116.5,0,0,0,1,0,1,19,0,14.28571429,13.16666667,11.1,0.6,2.02,Graduate
9773,1,124,1,124,0,0,0,0,0,0,18,0,0,0,12.7,3.7,-1.7,Dropout
8014,3,140,1,140,0,0,0,1,0,0,30,0,0,0,10.8,1.4,1.74,Dropout
9130,1,157,1,150.9,1,0,0,1,0,0,18,0,15,15.16666667,13.9,-0.3,0.79,Dropout
9500,1,129,1,127.3,1,0,0,1,0,1,20,0,12.63333333,12.63333333,7.6,2.6,0.32,Graduate
9670,19,133.1,1,100,0,0,1,0,0,0,25,0,11.2,12.6,9.4,-0.8,-3.12,Dropout
9500,1,142,1,128.8,1,0,0,1,0,0,18,0,14.23333333,14.23333333,7.6,2.6,0.32,Graduate
9085,1,133,1,119.7,1,0,0,1,0,0,21,0,12.2,11.33333333,9.4,-0.8,-3.12,Enrolled
9500,1,156,1,140.8,0,0,0,1,0,0,18,0,15.7,15.7,12.7,3.7,-1.7,Graduate
9500,1,151,1,138,1,0,0,1,0,0,18,0,15.2,15.2,7.6,2.6,0.32,Graduate
9853,1,135,1,132.9,1,0,0,0,0,0,29,0,16.33333333,15.6,12.7,3.7,-1.7,Dropout
9130,1,140,1,140,0,0,0,1,0,0,20,0,12.5625,12.85714286,15.5,2.8,-4.06,Graduate
9500,3,140,1,140,0,0,0,1,0,0,26,0,0,0,13.9,-0.3,0.79,Dropout
9238,1,100,1,99.3,1,0,0,1,0,0,21,0,12.4,12,12.4,0.5,1.79,Graduate
9500,1,126,1,119.3,0,0,0,1,0,1,19,0,13.78125,13.78125,9.4,-0.8,-3.12,Graduate
9254,1,123,1,113.2,1,0,1,1,0,0,19,0,12.16666667,11.66666667,16.2,0.3,-0.92,Dropout
9773,1,133.1,1,117,0,0,0,1,0,0,21,0,11.8,11.83333333,15.5,2.8,-4.06,Enrolled
8014,1,137,1,123,0,0,1,1,0,0,20,0,10.8,12,16.2,0.3,-0.92,Graduate
9500,1,138,1,127.2,1,0,0,1,0,1,18,0,13.26,14.28625,15.5,2.8,-4.06,Graduate
9773,1,128,1,141,1,0,0,0,0,0,20,0,12,10.66666667,7.6,2.6,0.32,Dropout
9238,1,136,1,121.7,0,1,0,1,0,1,20,0,11.875,14.42857143,16.2,0.3,-0.92,Graduate
9500,1,127,1,121.1,0,0,0,1,0,1,18,0,12.16,13.4,16.2,0.3,-0.92,Enrolled
9070,1,145,1,146.1,1,0,0,1,0,0,18,0,15,12.5,9.4,-0.8,-3.12,Enrolled
9773,1,140,1,142.5,1,0,0,1,0,0,18,0,13.33333333,13.2,9.4,-0.8,-3.12,Graduate
9085,1,138,1,126.8,1,0,0,1,0,0,18,0,11.5,11.8,10.8,1.4,1.74,Enrolled
9085,39,150,1,150,1,0,0,1,0,0,22,0,14.42857143,13,13.9,-0.3,0.79,Graduate
9085,39,150,1,150,1,0,0,1,0,0,19,0,13,15.33333333,12.7,3.7,-1.7,Enrolled
9003,1,131,1,134.5,1,0,0,1,0,1,19,0,15,14.33333333,12.4,0.5,1.79,Graduate
9556,1,136,1,129.5,1,0,0,1,0,0,18,0,15.15555556,16.8,12.7,3.7,-1.7,Graduate
9238,1,117,1,113.2,1,0,1,1,0,0,20,0,10.66666667,11.85714286,11.1,0.6,2.02,Graduate
9853,1,158,1,140.2,1,0,0,1,0,0,18,0,11,11.25,10.8,1.4,1.74,Dropout
9670,1,129,1,119.2,1,0,0,1,0,0,21,0,0,0,8.9,1.4,3.51,Dropout
9238,1,140,1,140.7,0,0,0,1,0,0,19,0,12.28571429,12,12.4,0.5,1.79,Graduate
9500,1,141,1,142.3,1,0,0,1,0,0,18,0,12.82875,12.82875,9.4,-0.8,-3.12,Dropout
9773,1,132,11,129.9,1,0,0,1,0,0,18,1,12.66666667,14.4,7.6,2.6,0.32,Graduate
171,1,133,1,134.8,1,0,0,1,0,0,18,0,0,0,12.4,0.5,1.79,Enrolled
9085,1,109,1,104.1,1,0,1,0,0,1,21,0,13,0,15.5,2.8,-4.06,Dropout
9147,1,135,1,122.4,0,0,1,1,0,0,19,0,10.875,12.4,13.9,-0.3,0.79,Graduate
9147,1,122,1,120.6,1,0,0,1,0,1,19,0,12.8,11.6,9.4,-0.8,-3.12,Graduate
9238,1,118,1,112.4,1,0,0,1,0,0,19,0,11.28571429,0,16.2,0.3,-0.92,Dropout
171,1,174,1,157.9,0,0,0,1,0,0,18,0,0,0,13.9,-0.3,0.79,Graduate
9254,1,142,1,125.9,0,0,0,1,0,1,19,0,0,10,10.8,1.4,1.74,Dropout
9500,1,131,1,118.4,1,0,0,1,0,1,20,0,13.76666667,13.74444444,16.2,0.3,-0.92,Dropout
9500,1,139,1,130.8,1,0,0,0,0,0,18,0,12.75833333,12.75833333,9.4,-0.8,-3.12,Dropout
171,1,170,1,176.7,1,0,0,1,0,1,19,0,0,0,11.1,0.6,2.02,Dropout
9070,1,182,1,156.8,1,0,0,1,0,0,18,0,12.66666667,13.25,10.8,1.4,1.74,Graduate
9085,1,125,1,126.8,0,0,0,1,0,0,18,0,12,12.75,11.1,0.6,2.02,Enrolled
9238,1,142,1,128,0,0,0,1,0,1,19,0,12.25,12,16.2,0.3,-0.92,Graduate
9147,1,119,1,113.8,1,0,0,1,0,0,20,0,11.33333333,12.2,7.6,2.6,0.32,Graduate
9500,1,128,1,120.8,1,0,0,1,0,1,19,0,13.50714286,13.05,16.2,0.3,-0.92,Graduate
9500,1,150,1,130.8,1,0,0,1,0,0,18,0,13.61428571,13.61428571,12.7,3.7,-1.7,Graduate
9254,1,133.1,1,101,0,0,1,1,0,0,25,0,0,0,15.5,2.8,-4.06,Dropout
9070,1,131,1,126.1,1,0,0,0,0,0,18,0,11.5,12.16666667,7.6,2.6,0.32,Graduate
9773,1,118,1,113.8,1,0,0,1,0,0,19,0,12.33333333,12.5,8.9,1.4,3.51,Graduate
9556,1,122,1,118.3,1,0,0,1,0,1,19,0,11.97142857,14.4375,15.5,2.8,-4.06,Graduate
9147,1,116,1,127.9,0,0,1,0,0,1,20,0,13,11.5,9.4,-0.8,-3.12,Dropout
9500,1,137,1,131.1,1,0,0,1,0,0,18,0,12.38571429,12.72857143,13.9,-0.3,0.79,Enrolled
9085,1,128,1,117.9,1,0,0,1,0,0,20,0,13.5,11.28571429,10.8,1.4,1.74,Graduate
9238,1,123,1,115.7,1,0,0,1,0,0,21,0,12.16666667,13.28571429,11.1,0.6,2.02,Graduate
171,1,133.1,1,141,1,0,0,1,0,0,19,0,0,0,12.7,3.7,-1.7,Graduate
8014,12,110,1,120,0,0,0,1,0,0,42,0,11.66666667,13.66666667,10.8,1.4,1.74,Graduate
9130,1,143,1,131.8,1,0,1,0,0,0,18,0,12.4,14.16666667,8.9,1.4,3.51,Enrolled
9070,1,150,1,131.1,0,0,0,1,0,1,19,0,13.4,12.83333333,15.5,2.8,-4.06,Graduate
9254,1,129,1,117.8,1,0,0,1,0,0,18,0,12,12.5,8.9,1.4,3.51,Graduate
9085,1,140,1,140,1,0,0,1,0,0,21,0,14.2,14.8,10.8,1.4,1.74,Graduate
9238,1,133.1,1,108,0,0,0,1,0,1,20,0,12.125,14.42857143,16.2,0.3,-0.92,Graduate
9853,1,132,1,122.9,1,0,0,1,0,0,20,0,13.85714286,13.28571429,11.1,0.6,2.02,Graduate
9085,39,130,1,130,1,0,0,1,0,0,21,0,11.75,12.33333333,12.4,0.5,1.79,Enrolled
9500,1,137,1,126,1,0,0,1,0,0,19,0,14.28333333,13.12555556,15.5,2.8,-4.06,Graduate
9238,1,133.1,1,134,0,0,0,1,0,0,21,0,13.27272727,13,7.6,2.6,0.32,Graduate
9070,1,143,1,134.3,1,1,0,1,0,0,19,0,14.66666667,15.14285714,8.9,1.4,3.51,Graduate
9500,1,148,1,138.7,0,0,0,1,0,1,19,0,15.115,15.092,15.5,2.8,-4.06,Graduate
171,1,137,1,143.3,1,0,0,1,0,0,18,0,0,0,9.4,-0.8,-3.12,Enrolled
9085,39,160,1,160,1,0,0,1,0,0,22,0,15,13.14285714,16.2,0.3,-0.92,Graduate
9853,1,112,1,111,0,0,0,1,0,0,21,0,13.2,14.33333333,9.4,-0.8,-3.12,Graduate
9254,1,133,1,128.5,1,0,0,1,0,1,18,0,11,10.33333333,7.6,2.6,0.32,Dropout
9500,1,142,1,133,0,0,0,1,0,1,20,0,14.56571429,14.56571429,10.8,1.4,1.74,Graduate
9670,1,123,1,114.6,1,0,1,0,0,0,18,0,12,10.75,7.6,2.6,0.32,Dropout
9238,1,103,1,104.1,0,0,0,1,0,0,20,0,0,0,8.9,1.4,3.51,Dropout
9500,1,140,1,127.6,1,0,0,1,0,0,23,0,13.79666667,13.775,12.4,0.5,1.79,Graduate
9773,1,159,1,151,1,0,0,1,0,0,18,0,14.83333333,15.33333333,12.7,3.7,-1.7,Graduate
9238,39,140,1,135.7,1,0,0,1,0,0,20,0,12.83333333,13.83333333,12.4,0.5,1.79,Graduate
9500,1,148,1,137.8,1,0,0,1,0,1,18,0,14.96285714,14.96285714,10.8,1.4,1.74,Graduate
9147,1,112,1,117.3,1,0,0,1,0,0,20,0,12,11.2,11.1,0.6,2.02,Graduate
9500,1,131,1,121.2,1,0,0,1,0,0,18,0,12.4,12.8,16.2,0.3,-0.92,Graduate
9670,1,145,1,129.3,1,0,0,1,0,0,20,0,15.57142857,17.16666667,16.2,0.3,-0.92,Graduate
9500,1,133.1,1,123,1,0,0,1,0,0,19,0,13.71428571,13.71428571,12.7,3.7,-1.7,Graduate
9085,39,140,1,140,0,0,0,1,0,0,21,0,13.14285714,12.16666667,13.9,-0.3,0.79,Graduate
9070,43,140,1,140,0,0,0,1,0,0,33,0,15,11,11.1,0.6,2.02,Graduate
9085,1,150,1,144.6,0,0,1,0,0,0,24,0,13,0,7.6,2.6,0.32,Dropout
9238,1,120,1,118.3,0,0,0,1,0,1,20,0,12,12.75,13.9,-0.3,0.79,Graduate
171,1,156,1,153.6,1,0,0,1,0,0,18,0,0,0,9.4,-0.8,-3.12,Graduate
9070,1,167,1,158.3,1,0,0,1,0,0,18,0,15.16666667,14.16666667,15.5,2.8,-4.06,Graduate
8014,6,133.1,1,100,0,0,1,1,0,0,29,0,12,10.5,7.6,2.6,0.32,Dropout
9500,1,147,1,134.9,0,1,0,1,0,0,18,0,13.64285714,14.77272727,16.2,0.3,-0.92,Graduate
9773,1,129,1,142,1,0,0,1,0,0,19,0,12.66666667,12.71428571,9.4,-0.8,-3.12,Graduate
171,1,136,1,127.3,1,0,0,1,0,0,19,0,0,0,15.5,2.8,-4.06,Dropout
9238,1,128,1,116.5,0,0,0,1,0,1,18,0,10.8,10.5,12.4,0.5,1.79,Graduate
9500,1,140,1,138.6,0,0,0,1,0,1,19,0,14.25,13.06363636,16.2,0.3,-0.92,Graduate
9853,1,141,1,133,0,0,0,1,0,0,20,0,12.15384615,12.9,10.8,1.4,1.74,Dropout
9238,1,133,1,136.2,1,0,0,1,0,0,19,0,11.5,10.5,7.6,2.6,0.32,Enrolled
9254,1,125,1,118,1,0,0,1,0,1,19,0,12.25,12.33333333,9.4,-0.8,-3.12,Graduate
9070,1,124,1,126.8,0,0,0,1,0,1,18,0,12,11.14285714,13.9,-0.3,0.79,Enrolled
9500,1,140,1,128.5,1,0,0,1,0,1,18,0,13.40375,13.40375,9.4,-0.8,-3.12,Graduate
9254,1,140,1,129.9,0,0,0,1,0,1,19,0,11.33333333,12.66666667,9.4,-0.8,-3.12,Graduate
9773,1,137,1,125.8,0,0,1,1,1,0,20,0,12.2,12.33333333,12.7,3.7,-1.7,Dropout
171,1,144,1,129.3,1,0,0,1,1,1,18,0,0,0,7.6,2.6,0.32,Enrolled
9500,1,138,1,124.7,1,0,0,1,1,0,18,0,0,0,16.2,0.3,-0.92,Dropout
9003,1,130,1,154.9,0,0,1,0,1,0,35,0,16.16666667,16,8.9,1.4,3.51,Dropout
9119,1,142,1,127.3,0,0,0,1,1,0,18,0,11,11,16.2,0.3,-0.92,Enrolled
171,1,136,1,129,1,0,0,1,1,1,19,0,0,0,13.9,-0.3,0.79,Graduate
9773,1,133.1,1,98,1,0,0,1,1,1,19,0,12,12.28571429,15.5,2.8,-4.06,Enrolled
9147,1,130,1,122,1,0,0,1,1,0,20,0,10.5,12.25,10.8,1.4,1.74,Enrolled
9070,1,117,1,112.5,1,0,0,1,1,0,19,0,11.66666667,10.33333333,13.9,-0.3,0.79,Enrolled
9147,1,136,1,127.3,1,0,0,1,1,0,19,0,11,10,12.7,3.7,-1.7,Dropout
9556,1,133.1,1,100.5,0,0,0,1,1,0,24,0,0,0,11.1,0.6,2.02,Dropout
8014,1,140,1,122,1,0,1,0,1,0,29,0,12.5,0,12.4,0.5,1.79,Dropout
9500,1,150,1,140,0,0,0,1,1,0,24,0,11.29444444,12.6,15.5,2.8,-4.06,Graduate
9254,1,121,1,116.1,1,0,0,1,1,0,19,0,11.2,12.5,15.5,2.8,-4.06,Graduate
171,3,120,1,130,1,0,0,1,1,0,37,0,0,0,7.6,2.6,0.32,Dropout
9070,1,143,1,146.2,1,0,0,1,1,0,18,0,13.2,11.8,16.2,0.3,-0.92,Graduate
9119,39,180,1,180,0,0,0,1,1,1,20,0,14.14285714,14.125,12.4,0.5,1.79,Enrolled
9147,1,132,1,127.8,1,0,0,0,1,0,18,0,0,0,11.1,0.6,2.02,Dropout
9147,1,130,1,130.8,0,0,0,1,1,0,22,0,0,13.33333333,16.2,0.3,-0.92,Enrolled
9147,1,133.1,1,109,1,0,0,1,1,1,22,0,12.33333333,10.57142857,10.8,1.4,1.74,Enrolled
9773,1,131,1,132.4,1,0,1,0,1,0,18,0,0,0,11.1,0.6,2.02,Dropout
9500,1,149,1,129.3,1,0,0,1,1,0,18,0,13.1,13.1,12.7,3.7,-1.7,Graduate
9070,1,124,1,125.4,1,0,0,1,1,0,19,0,13.5,13.16666667,9.4,-0.8,-3.12,Graduate
9119,1,126,1,130.2,0,0,0,1,1,0,19,0,10.2,12,10.8,1.4,1.74,Enrolled
9238,1,140,1,132,0,0,0,1,1,0,19,0,11.57142857,13,16.2,0.3,-0.92,Dropout
9003,39,170,1,170,1,0,1,1,1,0,21,0,15.28571429,15.16666667,12.4,0.5,1.79,Graduate
9773,1,133,1,130.2,0,0,0,1,1,0,19,0,12.6,11,8.9,1.4,3.51,Enrolled
9556,1,126,1,115.5,0,0,0,1,1,0,18,0,13.43333333,13.6,8.9,1.4,3.51,Graduate
9147,1,129,1,127.6,1,0,0,1,1,0,19,0,11.6,11,10.8,1.4,1.74,Dropout
9773,43,140,1,140,0,0,0,1,1,0,25,0,14.66666667,13.5,11.1,0.6,2.02,Graduate
9070,1,130,1,120.2,1,0,0,1,1,0,22,0,14.66666667,14.66666667,12.7,3.7,-1.7,Graduate
9500,1,130,1,150,0,0,0,1,1,0,24,0,12.74285714,12.74285714,12.7,3.7,-1.7,Graduate
9500,1,99,1,100,1,0,0,1,1,0,19,0,11.975,13.12857143,13.9,-0.3,0.79,Graduate
9119,1,146,1,100,0,0,0,1,1,0,18,0,12.25,11.66666667,13.9,-0.3,0.79,Enrolled
171,1,129,1,128,0,0,0,0,1,0,20,0,0,0,9.4,-0.8,-3.12,Dropout
9500,1,132,1,128,1,0,0,1,1,1,19,0,14.93571429,14.93571429,10.8,1.4,1.74,Graduate
9254,1,110,1,107.2,1,0,0,1,1,0,19,0,10.5,10,7.6,2.6,0.32,Dropout
9670,1,116,1,110.1,1,0,0,1,1,0,19,0,13.33333333,13,12.4,0.5,1.79,Graduate
9003,1,119,1,119,0,0,1,1,1,0,23,0,0,0,15.5,2.8,-4.06,Dropout
9773,1,120,1,155.5,0,0,0,1,1,0,47,0,13.8,14,12.7,3.7,-1.7,Dropout
9070,1,117,1,118.4,0,0,0,1,1,0,19,0,11.83333333,10.75,16.2,0.3,-0.92,Graduate
171,1,137,1,141.2,1,0,0,1,1,0,19,0,0,0,11.1,0.6,2.02,Graduate
171,1,124,1,119.1,1,0,0,1,1,0,18,0,0,0,16.2,0.3,-0.92,Dropout
9147,1,151,1,111,0,0,0,1,1,0,28,0,10,0,15.5,2.8,-4.06,Dropout
9254,6,138.6,1,138.6,1,0,0,1,1,0,20,0,11.5,11.66666667,7.6,2.6,0.32,Dropout
9254,1,118,1,121.2,0,0,0,1,1,1,18,0,10.66666667,12,15.5,2.8,-4.06,Enrolled
171,1,136,1,150.4,1,0,0,1,1,1,21,0,0,0,12.4,0.5,1.79,Graduate
9254,1,123,1,117.8,0,0,0,1,1,0,19,0,12.75,13,10.8,1.4,1.74,Enrolled
9254,19,133.1,1,102.5,0,0,1,0,1,0,24,0,0,0,16.2,0.3,-0.92,Dropout
9130,1,130,1,110,0,0,0,1,1,0,24,0,11.33333333,11.33333333,16.2,0.3,-0.92,Enrolled
9085,12,133.1,1,138.3,1,0,1,0,1,0,25,0,0,0,8.9,1.4,3.51,Enrolled
9254,1,150,1,122.3,0,0,0,1,1,0,28,0,13,12.2,13.9,-0.3,0.79,Graduate
9991,1,130,1,127.8,0,0,0,1,1,0,37,0,10.75,11.33333333,7.6,2.6,0.32,Enrolled
9119,1,128,1,100,0,0,0,1,1,0,19,0,12,10.5,13.9,-0.3,0.79,Enrolled
9500,1,133,1,126.4,1,0,0,1,1,1,18,0,13.46285714,13.90625,11.1,0.6,2.02,Graduate
9254,19,133.1,1,100,0,0,0,1,1,0,48,0,10,10,7.6,2.6,0.32,Dropout
9238,1,129,1,117.1,1,0,0,1,1,0,21,0,12.33333333,13.66666667,8.9,1.4,3.51,Graduate
9500,1,128,1,124.7,0,0,0,1,1,1,19,0,12.52857143,12.41666667,15.5,2.8,-4.06,Enrolled
9500,1,136,1,124.1,0,0,0,1,1,1,21,0,0,0,9.4,-0.8,-3.12,Enrolled
9119,1,130,1,129.4,1,0,1,0,1,0,23,0,0,0,13.9,-0.3,0.79,Dropout
9130,1,141,1,138.9,1,0,0,1,1,0,18,0,13.6,13.25,10.8,1.4,1.74,Graduate
